text,processed_text,label
"Metlife buys up Citigroup insurer

US banking giant Citigroup has sold its Travelers Life & Annuity insurance arm to Metlife for $11.5bn (Â£6.1bn).

The sale is a further move by Citigroup away from its 1990s strategy of offering every financial service - insurance, broking and banking. Profit growth in the insurance market has not matched expansion at Citigroup's other businesses. For Metlife, the US's leading insurance company, the purchase gives it access to a much larger distribution network.

Robert Benmosche, Metlife's chairman and chief executive, said that it was a ""great opportunity for the brand of Metlife to be distributed through Citigroup"". Under the agreement, Metlife will be able to sell its products through Citigroup over the next 10 years. The deal includes Smith Barney retail brokerages and Citibank branches. The company will pay between $1bn and $3bn in Metlife stock with the rest being made up of cash. Travelers had sales of $5.2bn in 2004 and made a profit of $901m. It has total net assets of $96bn. ""This deal employs some of Metlife's excess capital in a potentially higher-return business and gives it more distribution,"" said Stuart Quint, an analyst at Gartmore.
",metlife buy citigroup insurer u banking giant citigroup sold traveler life annuity insurance arm metlife bn â£bn sale move citigroup away strategy offering every financial service insurance broking banking profit growth insurance market matched expansion citigroups business metlife us leading insurance company purchase give access much larger distribution network robert benmosche metlifes chairman chief executive said great opportunity brand metlife distributed citigroup agreement metlife able sell product citigroup next year deal includes smith barney retail brokerage citibank branch company pay bn bn metlife stock rest made cash traveler sale bn made profit total net asset bn deal employ metlifes excess capital potentially higherreturn business give distribution said stuart quint analyst gartmore,business
"Europe blames US over weak dollar

European leaders have openly blamed the US for the sharp rise in the value of the euro.

US officials were talking up the dollar, they said, but failing to take action to back up their words. Meeting in Brussels, finance ministers of the 12 eurozone countries voiced their concern that the rise of the european currency was harming exports. The dollar is within touching distance of an all-time low reached earlier in November. At 0619 GMT on Tuesday, the dollar was up slightly at just above $1.29 to the euro, and buying 105.6 yen in Tokyo. It rallied briefly on Monday amid signs that oil prices are easing.

But analysts said the respite was likely to be only temporary. The European ministers' comments, said Junya Tanase of JPMorgan Chase bank in Tokyo, were ""generally too weak to produce a market reaction"".

Still, by the standards of diplomacy the European ministers were forthright. Nicolas Sarkozy of France said he and his colleagues were unanimous in their worry that the decline of the dollar would hit Europe's economies by eating into their exports. ""We are concerned about these developments, which are destabilising, and which are linked to the accumulation of deficits by our American friends,"" he said. The comments come a day after US Treasury Secretary John Snow said a strong dollar was ""in America's interest"".

But that was not enough for Mr Sarkozy.

""If the Americans were to change their policy, it's up to them to say so,"" he said. And the European Union's monetary affairs commissioner, made it clear that action was necessary. ""I fully welcome the words of Mr Snow,"" said Joaquin Almunia, ""but we will need to see decisions adopted in that direction. ""If the imbalances in the US economy are not adjusted in the future, the decision in the market will be as in the past weeks."" Economists point out that whatever Europe says, in the short term a weaker dollar is a boon to President George W Bush's administration. Not only does it boost US exports, but it also makes the budget deficit easier to fund. On the other hand, slower European exports would mean slower EU growth - potentially reducing the demand for US goods.
",europe blame u weak dollar european leader openly blamed u sharp rise value euro u official talking dollar said failing take action back word meeting brussels finance minister eurozone country voiced concern rise european currency harming export dollar within touching distance alltime low reached earlier november gmt tuesday dollar slightly euro buying yen tokyo rallied briefly monday amid sign oil price easing analyst said respite likely temporary european minister comment said junya tanase jpmorgan chase bank tokyo generally weak produce market reaction still standard diplomacy european minister forthright nicolas sarkozy france said colleague unanimous worry decline dollar would hit europe economy eating export concerned development destabilising linked accumulation deficit american friend said comment come day u treasury secretary john snow said strong dollar america interest enough mr sarkozy american change policy say said european union monetary affair commissioner made clear action necessary fully welcome word mr snow said joaquin almunia need see decision adopted direction imbalance u economy adjusted future decision market past week economist point whatever europe say short term weaker dollar boon president george w bush administration boost u export also make budget deficit easier fund hand slower european export would mean slower eu growth potentially reducing demand u good,business
"French wine gets 70m euro top-up

The French government is to hand its struggling wine industry 70m euros ($91m) in aid to help it battle falling sales and damaging overproduction.

The financial package is aimed at assisting vintners in financial trouble and improving how its wine is marketed. The French wine industry, the world's second largest, has been hit by declining consumption at home and the growing popularity of New World wines. Wine makers, however, claimed the support did not go far enough. The package was announced by agriculture minister Dominique Bussereau after talks with vintners' representatives.

The bulk of the money - about 40m euros - will be offered in the form of preferential loans to heavily indebted producers to enable them to reschedule their payments. A further 15m euros will be made available to wine cooperatives, which make up the majority of French producers, in low interest loans. Efforts to promote French wine abroad are to be boosted by an extra 3.5m euros in funding. France fell behind the 'New World' producers of Australia, Chile and the United States for the first time in 2003 in terms of exports.

Domestic consumption, accounting for 70% of sales, has suffered from strict restrictions on advertising and tough drink-driving laws.

The aid package would ""create a positive climate around French viticulture,"" Mr Bussereau said. However, wine makers and farmers said the support was much less than they had been hoping for. ""I am afraid the resources are not up to the ambitions,"" Jean-Michel Lemetayer, from the FNSEA agricultural union, told the Associated Press news agency. In an effort to tackle overcapacity, the government will agree that vines can be destroyed in areas where growers give their unanimous consent, while 500 vintners will be helped to take early retirement. The government will also seek European Union approval to distil about 250 million litres of excess wine into alcohol, with vintners receiving compensation. Production is currently outstripping demand by about 30%. The support is designed to make French producers more competitive in the face of increasing global consolidation across the wine industry. Wine makers in France's best-known regions, such as Burgundy, have found it hard to invest in new technology and to create recognisable brands to appeal to overseas buyers.
",french wine get euro topup french government hand struggling wine industry euro aid help battle falling sale damaging overproduction financial package aimed assisting vintner financial trouble improving wine marketed french wine industry world second largest hit declining consumption home growing popularity new world wine wine maker however claimed support go far enough package announced agriculture minister dominique bussereau talk vintner representative bulk money euro offered form preferential loan heavily indebted producer enable reschedule payment euro made available wine cooperative make majority french producer low interest loan effort promote french wine abroad boosted extra euro funding france fell behind new world producer australia chile united state first time term export domestic consumption accounting sale suffered strict restriction advertising tough drinkdriving law aid package would create positive climate around french viticulture mr bussereau said however wine maker farmer said support much less hoping afraid resource ambition jeanmichel lemetayer fnsea agricultural union told associated press news agency effort tackle overcapacity government agree vine destroyed area grower give unanimous consent vintner helped take early retirement government also seek european union approval distil million litre excess wine alcohol vintner receiving compensation production currently outstripping demand support designed make french producer competitive face increasing global consolidation across wine industry wine maker france bestknown region burgundy found hard invest new technology create recognisable brand appeal overseas buyer,business
"Russia gets investment blessing

Soaring oil sales and a budget surplus mean Russian debt is no longer a risky investment, one of the world's leading credit rating agencies says.

Standard & Poor's has classed Russian bonds as ""investment grade"", up from their former ""speculative"" rating. Russia's reputation among investors has been hurt in recent months by the heavy tax bills and asset seizures imposed on companies such as oil giant Yukos. S&P said the solidity of government finances outweighed the risk. Russia is now a net creditor rather than a debtor. Gold and foreign currency reserves of $119bn beat its foreign public debt of some $113bn.

The other two major ratings agencies - Fitch and Moody's have long since upped their rating of Russia's sovereign debt. S&P had held back through fear that the government was dragging its feet on economic and legal reforms. Now, though, it has finally followed suit. But the agency made it clear that the improved rating did not mean that the risks were a thing of the past. Instead, with Russian government coffers brimming with tax revenues from energy sales, S&P said the government's own debt is looking a good bet. ""These improvements are so significant that they now outweight the serious and growing political risk that continues to be a key ratings constraint on Russia,"" wrote S&P credit analyst Helena Hessel.

The Yukos saga is the most high-profile of the political risks to which Ms Hessel alludes. The company's founder and ex-chief executive, Mikhail Khodorkovsky, is in jail on trial for tax evasion and fraud. Many believe the real motive for his prosecution is that he threatened to use his wealth to set up a political alternative to President Vladimir Putin. His company, meanwhile, is widely believed to have fallen victim to the Kremlin's wish to get Russian energy resources as far as possible back under state control.
",russia get investment blessing soaring oil sale budget surplus mean russian debt longer risky investment one world leading credit rating agency say standard poor classed russian bond investment grade former speculative rating russia reputation among investor hurt recent month heavy tax bill asset seizure imposed company oil giant yukos sp said solidity government finance outweighed risk russia net creditor rather debtor gold foreign currency reserve bn beat foreign public debt bn two major rating agency fitch moody long since upped rating russia sovereign debt sp held back fear government dragging foot economic legal reform though finally followed suit agency made clear improved rating mean risk thing past instead russian government coffer brimming tax revenue energy sale sp said government debt looking good bet improvement significant outweight serious growing political risk continues key rating constraint russia wrote sp credit analyst helena hessel yukos saga highprofile political risk m hessel alludes company founder exchief executive mikhail khodorkovsky jail trial tax evasion fraud many believe real motive prosecution threatened use wealth set political alternative president vladimir putin company meanwhile widely believed fallen victim kremlin wish get russian energy resource far possible back state control,business
"Iranian MPs threaten mobile deal

Turkey's biggest private mobile firm could bail out of a $3bn ($1.6bn) deal to build a network in Iran after MPs there slashed its stake in the project.

Conservatives in parliament say Turkcell's stake in Irancell, the new network, should be cut from 70% to 49%. They have already given themselves a veto over all foreign investment deals, following allegations about Turkish firms' involvement in Israel. Turkcell now says it may give up on the deal altogether.

Iran currently has only one heavily congested mobile network, with long waiting lists for new subscribers. Turkcell signed a contract for the new network in September. The new operator planned to offer subscriptions for about $180, well below the existing firm's $500 price tag. But a parliamentary commission has now ruled that Turkcell's 70% controlling stake is too high. They say that Turkcell is a security risk because of alleged business ties with Israel. Parliament as a whole - dominated by religious conservatives - will vote on the ruling on Tuesday.

Turkcell said the ruling would ""make more difficult... Turkcell's financial consolidation of Irancell"" because its stake would be reduced to less than 50%. ""If management control and financial consolidation of Irancell cannot be achieved... the realisation of the project will become risky,"" it warned in a statement. The firm has refused to comment on whether it has business dealings in Israel, although like almost all GSM operators worldwide it has an interconnection deal with Israeli networks so that its customers can use their phones there. The two countries strengthened ties in both defence and economic issues in 2004. Israeli industry minister Ehud Olmert was reported in June to have attended a meeting between Ruhi Dogusoy, Turkcell's chief operating officer, and executives from Israeli telecoms firms. Telecoms is one of two areas specifically targeted by the new veto law on foreign investments, passed earlier in September. The other is airports, a source of controversy after the army closed Tehran's new Imam Khomeini International Airport on its opening day in May 2004. Again, the allegation was that the part-Turkish TAV consortium which built and ran it had links with Israel.
",iranian mp threaten mobile deal turkey biggest private mobile firm could bail bn bn deal build network iran mp slashed stake project conservative parliament say turkcells stake irancell new network cut already given veto foreign investment deal following allegation turkish firm involvement israel turkcell say may give deal altogether iran currently one heavily congested mobile network long waiting list new subscriber turkcell signed contract new network september new operator planned offer subscription well existing firm price tag parliamentary commission ruled turkcells controlling stake high say turkcell security risk alleged business tie israel parliament whole dominated religious conservative vote ruling tuesday turkcell said ruling would make difficult turkcells financial consolidation irancell stake would reduced less management control financial consolidation irancell achieved realisation project become risky warned statement firm refused comment whether business dealing israel although like almost gsm operator worldwide interconnection deal israeli network customer use phone two country strengthened tie defence economic issue israeli industry minister ehud olmert reported june attended meeting ruhi dogusoy turkcells chief operating officer executive israeli telecom firm telecom one two area specifically targeted new veto law foreign investment passed earlier september airport source controversy army closed tehran new imam khomeini international airport opening day may allegation partturkish tav consortium built ran link israel,business
"Argentina closes $102.6bn debt swap

Argentina is set to close its $102.6bn (Â£53.51bn) debt restructuring offer for bondholders later on Friday, with the government hopeful that most creditors will accept the deal.

The estimated loss to bondholders is up to 70% of the original value of the bonds, yet the majority are expected to accept the government's offer. Argentina defaulted on its debt three years ago, the biggest sovereign default in modern history. Yesterday Argentina's economy minister, Roberto Lavagna, said that he estimated that the results of the restructuring would be ready around next Thursday (3 March). Argentina's President, Nestor Kirchner, said on Friday: ""A year ago when we started the swap (negotiations), they told us we were crazy, that we were irrational."" But he added that his government was close to achieving: ""The best debt renegotiation in history."" The country has been in default on the $102.6bn - based on an original debt of $81.8bn plus interest - for the past three years. If the offer does not go ahead, international lawsuits on behalf of aggrieved investors could follow but analysts are optimistic that it will go through, despite the tough terms for bondholders. About 70% to 80% of bondholders are expected to accept the terms of the offer. By 18 February, creditors holding $41bn - or 40% of the total debt - had accepted the offer. Sorting out its debt would enhance the country's credibility on international markets and enable it to attract more foreign investment. Of Argentina's bondholders, 38.4% reside in Argentina, 15.6% in Italy, 10.3% in Switzerland, 9.1% in the United States, 5.1% in Germany and 3.1% in Japan. Investors in the UK, Holland and Luxembourg have about 1% each and the remainder were not broken down by country. The deal is likely to be taken up most enthusiastically by domestic investors, who will benefit if Argentina's economy becomes more stable.
",argentina close bn debt swap argentina set close bn â£bn debt restructuring offer bondholder later friday government hopeful creditor accept deal estimated loss bondholder original value bond yet majority expected accept government offer argentina defaulted debt three year ago biggest sovereign default modern history yesterday argentina economy minister roberto lavagna said estimated result restructuring would ready around next thursday march argentina president nestor kirchner said friday year ago started swap negotiation told u crazy irrational added government close achieving best debt renegotiation history country default bn based original debt bn plus interest past three year offer go ahead international lawsuit behalf aggrieved investor could follow analyst optimistic go despite tough term bondholder bondholder expected accept term offer february creditor holding bn total debt accepted offer sorting debt would enhance country credibility international market enable attract foreign investment argentina bondholder reside argentina italy switzerland united state germany japan investor uk holland luxembourg remainder broken country deal likely taken enthusiastically domestic investor benefit argentina economy becomes stable,business
"US economy shows solid GDP growth

The US economy has grown more than expected, expanding at an annual rate of 3.8% in the last quarter of 2004.

The gross domestic product figure was ahead of the 3.1% the government estimated a month ago. The rise reflects stronger spending by businesses on capital equipment and a smaller-than-expected trade deficit. GDP is a measure of a country's economic health, reflecting the value of the goods and services it produces.

The new GDP figure, announced by the Commerce Department on Friday, also topped the 3.5% growth rate that economists had forecast ahead of Friday's announcement. Growth was at an annual rate of 4% in the third quarter of 2004 and for the year it came in at 4.4%, the best figure in five years. However, the positive economic climate may lead to a rise in interest rates, with many expecting US rates to rise on 22 March. In the January-to-March quarter, the economy is expected to grow at an annual rate of about 4%, economists forecast. In the final quarter of 2004, businesses increased spending on capital equipment and software by 18%, up from 17.5% in the third quarter. Consumer spending grew 4.2% in the final quarter, down from the third quarter's 5.1%.
",u economy show solid gdp growth u economy grown expected expanding annual rate last quarter gross domestic product figure ahead government estimated month ago rise reflects stronger spending business capital equipment smallerthanexpected trade deficit gdp measure country economic health reflecting value good service produce new gdp figure announced commerce department friday also topped growth rate economist forecast ahead friday announcement growth annual rate third quarter year came best figure five year however positive economic climate may lead rise interest rate many expecting u rate rise march januarytomarch quarter economy expected grow annual rate economist forecast final quarter business increased spending capital equipment software third quarter consumer spending grew final quarter third quarter,business
"Profits slide at India's Dr Reddy

Profits at Indian drugmaker Dr Reddy's fell 93% as research costs rose and sales flagged.

The firm said its profits were 40m rupees ($915,000; Â£486,000) for the three months to December on sales which fell 8% to 4.7bn rupees. Dr Reddy's has built its reputation on producing generic versions of big-name pharmaceutical products. But competition has intensified and the firm and the company is short on new product launches. The most recent was the annoucement in December 2000 that it had won exclusive marketing rights for a generic version of the famous anti-depressant Prozac from its maker, Eli Lilly. It also lost a key court case in March 2004, banning it from selling a version of Pfizer's popular hypertension drug Norvasc in the US. Research and development of new drugs is continuing apace, with R&D spending rising 37% to 705m rupees - a key cause of the decrease in profits alongside the fall in sales. Patents on a number of well-known products are due to run out in the near future, representing an opportunity for Dr Reddy, whose shares are listed in New York, and other Indian generics manufacturers.

Sales in Dr Reddy's generics business fell 8.6% to 966m rupees. Another staple of the the firm's business, the sale of ingredients for drugs, also performed poorly. Sales were down more than 25% from the previous year to 1.4bn rupees in the face of strong competition both at home, and in the US and Europe. Dr Reddy's Indian competitors are gathering strength although they too face heavy competitive pressures.
",profit slide india dr reddy profit indian drugmaker dr reddys fell research cost rose sale flagged firm said profit rupee â£ three month december sale fell bn rupee dr reddys built reputation producing generic version bigname pharmaceutical product competition intensified firm company short new product launch recent annoucement december exclusive marketing right generic version famous antidepressant prozac maker eli lilly also lost key court case march banning selling version pfizers popular hypertension drug norvasc u research development new drug continuing apace rd spending rising rupee key cause decrease profit alongside fall sale patent number wellknown product due run near future representing opportunity dr reddy whose share listed new york indian generic manufacturer sale dr reddys generic business fell rupee another staple firm business sale ingredient drug also performed poorly sale previous year bn rupee face strong competition home u europe dr reddys indian competitor gathering strength although face heavy competitive pressure,business
"Burren awarded Egyptian contracts

British energy firm Burren Energy has been awarded two potentially lucrative oil exploration contracts in Egypt.

The company successfully bid for the two contracts, granted by government owned oil firms, covering onshore and offshore areas in the Gulf of Suez. Burren Energy already has a presence in Egypt, having been awarded an exploration contract last year. The firm, which floated in 2003, recently announced a deal to buy 26% of Indian firm Hindustan Oil Exploration. The Â£13.8m deal gives Burren Energy access to the Indian oil and gas industry. This latest contract expands Burren Energy's global exploration and production portfolio - it also holds contracts in Turkmenistan and the Republic of Congo. ""These assets significantly increase our exploration portfolio in Egypt and we continue to investigate further opportunities in this region,"" said chief executive Finian O'Sullivan.
",burren awarded egyptian contract british energy firm burren energy awarded two potentially lucrative oil exploration contract egypt company successfully bid two contract granted government owned oil firm covering onshore offshore area gulf suez burren energy already presence egypt awarded exploration contract last year firm floated recently announced deal buy indian firm hindustan oil exploration â£m deal give burren energy access indian oil gas industry latest contract expands burren energy global exploration production portfolio also hold contract turkmenistan republic congo asset significantly increase exploration portfolio egypt continue investigate opportunity region said chief executive finian osullivan,business
"'Strong dollar' call halts slide

The US dollar's slide against the euro and yen has halted after US Treasury Secretary John Snow said a strong dollar was ""in America's interest"".

But analysts said any gains are likely to be short-lived as problems with the US economy were still significant. They also pointed out that positive comments apart, President George W Bush's administration had done little to stop the dollar's slide. A weak dollar helps boost exports and narrow the current account deficit. The dollar was trading at $1.2944 against the euro at 2100GMT, still close to the $1.3006 record level set on 10 November. Against the Japanese yen, it was trading at 105.28 yen, after hitting a seven-month low of 105.17 earlier in the day.

Policy makers in Europe have called the dollar's slide ""brutal"" and have blamed the strength of the euro for dampening economic growth. However, it is unclear whether ministers would issue a declaration aimed at curbing the euro's rise at a monthly meeting of Eurozone ministers late on Monday. Higher growth in Europe is regarded by US officials as a way the huge US current account deficit - that has been weighing on the dollar - could be reduced. Mr Snow who is currently in Dublin at the start of a four-nation EU visit, has applauded Ireland's introduction of lower taxes and deregulation which have helped boost growth. ""The eurozone is growing below its potential. When a major part of the global economy is below potential there are negative consequences... for the citizens of those economies... and for their trading partners,"" he said. Mr Snow's comments may have helped shore up the dollar on Monday, but he was careful to qualify his statement.

""Our basic policy, of course, is to let open, competitive markets set the values,"" he explained. ""Markets are driven by fundamentals and towards fundamentals."" US officials have also said that other economies need to grow, so the US is not the main global growth engine. Economists say that the fundamentals, or key indicators, of the US economy are looking far from rosy. Domestic consumer demand is cooling, and heavy spending by President Bush has pushed the budget deficit to a record $427bn (Â£230bn). The current account deficit, meanwhile, hit a record $166bn in the second quarter of 2004. For many analysts, a weaker dollar is here to stay. ""No end is in sight,"" said Carsten Fritsch, a strategist at Commerzbank . ""It is only a matter of time until the euro reaches $1.30."" Some analysts maintain the US is secretly happy with a lower dollar which helps makes its exports cheaper in Europe, thus boosting its economy.
",strong dollar call halt slide u dollar slide euro yen halted u treasury secretary john snow said strong dollar america interest analyst said gain likely shortlived problem u economy still significant also pointed positive comment apart president george w bush administration done little stop dollar slide weak dollar help boost export narrow current account deficit dollar trading euro gmt still close record level set november japanese yen trading yen hitting sevenmonth low earlier day policy maker europe called dollar slide brutal blamed strength euro dampening economic growth however unclear whether minister would issue declaration aimed curbing euro rise monthly meeting eurozone minister late monday higher growth europe regarded u official way huge u current account deficit weighing dollar could reduced mr snow currently dublin start fournation eu visit applauded ireland introduction lower tax deregulation helped boost growth eurozone growing potential major part global economy potential negative consequence citizen economy trading partner said mr snow comment may helped shore dollar monday careful qualify statement basic policy course let open competitive market set value explained market driven fundamental towards fundamental u official also said economy need grow u main global growth engine economist say fundamental key indicator u economy looking far rosy domestic consumer demand cooling heavy spending president bush pushed budget deficit record bn â£bn current account deficit meanwhile hit record bn second quarter many analyst weaker dollar stay end sight said carsten fritsch strategist commerzbank matter time euro reach analyst maintain u secretly happy lower dollar help make export cheaper europe thus boosting economy,business
"IMF 'cuts' German growth estimate

The International Monetary Fund is to cut its 2005 growth forecast for the German economy from 1.8% to 0.8%, the Financial Times Deutschland reported.

The IMF will also reduce its growth estimate for the 12-member eurozone economy from 2.2% to 1.6%, the newspaper reported. The German economy has been faltering, with unemployment levels rising to a seventy-year high of 5.2 million. Its sluggish performance continues to hamper the entire eurozone.

The IMF's draft World Economic Outlook - due to be published in April - would point to a marked deterioration in Germany's economy, the FT report said.

In September, the IMF had said that German growth for the current year would be 1.8%. The IMF has also revised eurozone forecasts, the paper said, taking into account high oil prices, the strength of the euro and weak demand in many of the world's leading economies. Europe's economic difficulties have been highlighted by the Organisation for Economic Co-operation and Development, which argued in a report published on Tuesday that the continent could only achieve US living standards by freeing up its labour markets. ""The eurozone does not look like it has a self-sustaining recovery,"" James Carrick, an economist with ABN Amro, told the newspaper. ""It is too dependant on the rest of the world.""
",imf cut german growth estimate international monetary fund cut growth forecast german economy financial time deutschland reported imf also reduce growth estimate member eurozone economy newspaper reported german economy faltering unemployment level rising seventyyear high million sluggish performance continues hamper entire eurozone imf draft world economic outlook due published april would point marked deterioration germany economy ft report said september imf said german growth current year would imf also revised eurozone forecast paper said taking account high oil price strength euro weak demand many world leading economy europe economic difficulty highlighted organisation economic cooperation development argued report published tuesday continent could achieve u living standard freeing labour market eurozone look like selfsustaining recovery james carrick economist abn amro told newspaper dependant rest world,business
"GM, Ford cut output as sales fall

US car firms General Motors (GM) and Ford have been forced to cut production in the face of falling car sales.

US sales at GM sank 12.7% in February compared to a year ago while Ford sales dropped 3% as foreign rivals took a bigger share of the market. Meanwhile, Asian carmakers fared well - Toyota sales jumped 11% while rival Nissan notched up a 10% increase. Overall. sales across the industry also fell to 1.25 million vehicles from 1.27 million a year earlier.

GM and Ford blamed high fuel prices for low sales of big trucks and gas-guzzling sports utility vehicles (SUVs) - the vehicles that provide the biggest profits.

GM added that US truck sales fell 9% in February while car business tumbled 17%, however it did acknowledge that some new products - such as the Pontiac G6 and Chevrolet Cobalt - had put in solid performances. ""The calendar year is starting off slower than expected, both for GM and the industry,"" said Mark LaNeve, GM's vice president for North American sales, service and marketing. The slump in sales prompted the group to cut production in North America by 3% - it has already reduced output by around 9% in the face of growing stockpiles. Meanwhile, Ford which posted its ninth consecutive drop in monthly US sales, said it was cutting first-quarter North American production by another 10,000 vehicles, or 1.2%. Chrysler, the US unit of Germany's DaimlerChrysler, was the only Detroit based automaker to boast an increase in market share during the month - with sales rising 8%.

But America's loss was its foreign rivals' gain as they continued to nibble away at the US market. While Japan's top car maker Toyota and Nissan saw sales accelerate, even the smaller Suzuki Motor Corp snapped up a more business with sales improving 17.6% on a year ago. In 2003, the firm launched an ambitious plan to triple US sales by 2007 as it seeks to become a bigger player in the Asian assault on the US market. Korea's Hyundai was another big gainer, turning in a 19% surge in February sales. Toyota put its rise in sales down to strong results for its redesigned Avalon sedan and a 120% surge in sales of its gas-electric Prius hybrid mid-size sedan as petrol-price conscious consumers looked to vehicles that were cheaper to run. ""As gas prices continue their upward march, fuel efficiency catches the public eye,"" Jim Press, vice president and chief operating officer of Toyota's US sales arm, said in a statement.
",gm ford cut output sale fall u car firm general motor gm ford forced cut production face falling car sale u sale gm sank february compared year ago ford sale dropped foreign rival took bigger share market meanwhile asian carmaker fared well toyota sale jumped rival nissan notched increase overall sale across industry also fell million vehicle million year earlier gm ford blamed high fuel price low sale big truck gasguzzling sport utility vehicle suv vehicle provide biggest profit gm added u truck sale fell february car business tumbled however acknowledge new product pontiac g chevrolet cobalt put solid performance calendar year starting slower expected gm industry said mark laneve gm vice president north american sale service marketing slump sale prompted group cut production north america already reduced output around face growing stockpile meanwhile ford posted ninth consecutive drop monthly u sale said cutting firstquarter north american production another vehicle chrysler u unit germany daimlerchrysler detroit based automaker boast increase market share month sale rising america loss foreign rival gain continued nibble away u market japan top car maker toyota nissan saw sale accelerate even smaller suzuki motor corp snapped business sale improving year ago firm launched ambitious plan triple u sale seek become bigger player asian assault u market korea hyundai another big gainer turning surge february sale toyota put rise sale strong result redesigned avalon sedan surge sale gaselectric prius hybrid midsize sedan petrolprice conscious consumer looked vehicle cheaper run gas price continue upward march fuel efficiency catch public eye jim press vice president chief operating officer toyota u sale arm said statement,business
"Ebbers denies WorldCom fraud

Former WorldCom chief Bernie Ebbers has denied claims that he knew accountants were doctoring the books at the firm.

Speaking in court, Mr Ebbers rejected allegations he pressured ex-chief financial officer Scott Sullivan to falsify company financial statements. Mr Sullivan ""made accounting decisions,"" he told the federal court, saying his finance chief had ""a keen command of the numbers"". Mr Ebbers has denied charges of fraud and conspiracy. During his second day of questioning in the New York trial Mr Ebbers played down his working relationship with Mr Sullivan and denied he frequently met him to discuss company business when questioned by the prosecution.

""In a lot of weeks, we would speak ... three or four times,"" Mr Ebbers said, adding that conversations about finances were rarely one-on-one and were usually discussed by a ""group of people"" instead.

Mr Ebbers relationship to Mr Sullivan is key to the case surrounding financial corruption that led to the collapse of the firm in 2002 following the discovery of an $11bn accounting fraud. The prosecution's star witness is Mr Sullivan, one of six WorldCom executives indicted in the case, He has pleaded guilty to fraud and appeared as a prosecution witness as part of an agreement with prosecutors. During his time on the witness stand Mr Sullivan repeatedly told jurors he met frequently with Mr Ebbers, told him about changes made to WorldCom's accounts to hide costs and had warned him such practises were improper. However during the case on Tuesday Mr Ebbers denied the allegations. ""I wasn't advised by Scott Sullivan of anything ever being wrong,"" he told the court. ""He's never told me he made an entry that wasn't right. If he had, we wouldn't be here today."" Mr Ebbers could face a jail sentence of up to 85 years if convicted of all the charges he is facing. Shareholders lost about $180bn in WorldCom's collapse, 20,000 workers lost their jobs and the company went bankrupt. The company emerged from bankruptcy last year and is now known as MCI.
",ebbers denies worldcom fraud former worldcom chief bernie ebbers denied claim knew accountant doctoring book firm speaking court mr ebbers rejected allegation pressured exchief financial officer scott sullivan falsify company financial statement mr sullivan made accounting decision told federal court saying finance chief keen command number mr ebbers denied charge fraud conspiracy second day questioning new york trial mr ebbers played working relationship mr sullivan denied frequently met discus company business questioned prosecution lot week would speak three four time mr ebbers said adding conversation finance rarely oneonone usually discussed group people instead mr ebbers relationship mr sullivan key case surrounding financial corruption led collapse firm following discovery bn accounting fraud prosecution star witness mr sullivan one six worldcom executive indicted case pleaded guilty fraud appeared prosecution witness part agreement prosecutor time witness stand mr sullivan repeatedly told juror met frequently mr ebbers told change made worldcoms account hide cost warned practises improper however case tuesday mr ebbers denied allegation wasnt advised scott sullivan anything ever wrong told court he never told made entry wasnt right wouldnt today mr ebbers could face jail sentence year convicted charge facing shareholder lost bn worldcoms collapse worker lost job company went bankrupt company emerged bankruptcy last year known mci,business
